"deque([0, 0, 0, 0, 0, 0, 0, 0, 0, 0.12744140625], maxlen=10)","deque([0, 0, 0, 0, 0, 0, 0, 0, 0, -0.30322265625], maxlen=10)","deque([0, 0, 0, 0, 0, 0, 0, 0, 0, 0.94970703125], maxlen=10)","deque([0, 0, 0, 0, 0, 0, 0, 0, 0, 0.06870229007633588], maxlen=10)","deque([0, 0, 0, 0, 0, 0, 0, 0, 0, -0.21374045801526717], maxlen=10)","deque([0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0], maxlen=10)","deque([0, 0, 0, 0, 0, 0, 0, 0, 0, 0.523193359375], maxlen=10)","deque([0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2451171875], maxlen=10)","deque([0, 0, 0, 0, 0, 0, 0, 0, 0, 0.678466796875], maxlen=10)","deque([0, 0, 0, 0, 0, 0, 0, 0, 0, -0.3435114503816794], maxlen=10)","deque([0, 0, 0, 0, 0, 0, 0, 0, 0, 0.07633587786259542], maxlen=10)","deque([0, 0, 0, 0, 0, 0, 0, 0, 0, -0.1450381679389313], maxlen=10)",2
"deque([0, 0, 0, 0.12744140625, 0.13330078125, 0.122802734375, 0.133056640625, 0.146728515625, 0.125244140625, 0.12890625], maxlen=10)","deque([0, 0, 0, -0.30322265625, -0.28759765625, -0.30224609375, -0.29931640625, -0.2685546875, -0.30517578125, -0.312744140625], maxlen=10)","deque([0, 0, 0, 0.94970703125, 0.9326171875, 0.94873046875, 0.931640625, 0.95458984375, 0.925048828125, 0.943359375], maxlen=10)","deque([0, 0, 0, 0.06870229007633588, -0.4961832061068702, -0.16030534351145037, 0.6564885496183206, 0.12213740458015267, -0.5648854961832062, 0.12213740458015267], maxlen=10)","deque([0, 0, 0, -0.21374045801526717, -0.13740458015267176, -0.2748091603053435, -0.5725190839694656, -0.2900763358778626, -0.061068702290076333, -0.366412213740458], maxlen=10)","deque([0, 0, 0, 0.0, 0.05343511450381679, -0.11450381679389313, -0.17557251908396945, 0.09923664122137404, 0.32061068702290074, 0.17557251908396945], maxlen=10)","deque([0, 0, 0, 0.523193359375, 0.521728515625, 0.529052734375, 0.518310546875, 0.52197265625, 0.519287109375, 0.517333984375], maxlen=10)","deque([0, 0, 0, 0.2451171875, 0.250732421875, 0.247802734375, 0.2509765625, 0.254150390625, 0.2646484375, 0.245361328125], maxlen=10)","deque([0, 0, 0, 0.678466796875, 0.6826171875, 0.697998046875, 0.68701171875, 0.68994140625, 0.69580078125, 0.678466796875], maxlen=10)","deque([0, 0, 0, -0.3435114503816794, -0.3435114503816794, -0.3893129770992366, -0.22900763358778625, -0.4122137404580153, -0.366412213740458, -0.1297709923664122], maxlen=10)","deque([0, 0, 0, 0.07633587786259542, 0.08396946564885496, 0.0916030534351145, 0.1297709923664122, 0.10687022900763359, 0.07633587786259542, 0.07633587786259542], maxlen=10)","deque([0, 0, 0, -0.1450381679389313, -0.1297709923664122, -0.15267175572519084, -0.183206106870229, -0.16030534351145037, -0.13740458015267176, -0.13740458015267176], maxlen=10)",2
"deque([0.133056640625, 0.146728515625, 0.125244140625, 0.12890625, 0.133544921875, 0.1162109375, 0.154052734375, 0.1337890625, 0.114990234375, 0.13427734375], maxlen=10)","deque([-0.29931640625, -0.2685546875, -0.30517578125, -0.312744140625, -0.2998046875, -0.306884765625, -0.294677734375, -0.3037109375, -0.3134765625, -0.28662109375], maxlen=10)","deque([0.931640625, 0.95458984375, 0.925048828125, 0.943359375, 0.916015625, 0.922607421875, 0.937744140625, 0.94287109375, 0.927490234375, 0.93798828125], maxlen=10)","deque([0.6564885496183206, 0.12213740458015267, -0.5648854961832062, 0.12213740458015267, -0.5801526717557252, -0.08396946564885496, 0.11450381679389313, -0.6870229007633588, -0.007633587786259542, -0.022900763358778626], maxlen=10)","deque([-0.5725190839694656, -0.2900763358778626, -0.061068702290076333, -0.366412213740458, 0.06870229007633588, -0.26717557251908397, -0.19083969465648856, 0.10687022900763359, -0.24427480916030533, -0.21374045801526717], maxlen=10)","deque([-0.17557251908396945, 0.09923664122137404, 0.32061068702290074, 0.17557251908396945, 0.06870229007633588, 0.05343511450381679, 0.10687022900763359, 0.06870229007633588, 0.007633587786259542, -0.04580152671755725], maxlen=10)","deque([0.518310546875, 0.52197265625, 0.519287109375, 0.517333984375, 0.519775390625, 0.518798828125, 0.518798828125, 0.524658203125, 0.522216796875, 0.531005859375], maxlen=10)","deque([0.2509765625, 0.254150390625, 0.2646484375, 0.245361328125, 0.25048828125, 0.2470703125, 0.237548828125, 0.25, 0.2490234375, 0.259765625], maxlen=10)","deque([0.68701171875, 0.68994140625, 0.69580078125, 0.678466796875, 0.679931640625, 0.671875, 0.693603515625, 0.679443359375, 0.687255859375, 0.702880859375], maxlen=10)","deque([-0.22900763358778625, -0.4122137404580153, -0.366412213740458, -0.1297709923664122, -0.33587786259541985, -0.29770992366412213, -0.2900763358778626, -0.15267175572519084, -0.26717557251908397, -0.4122137404580153], maxlen=10)","deque([0.1297709923664122, 0.10687022900763359, 0.07633587786259542, 0.07633587786259542, 0.07633587786259542, 0.10687022900763359, 0.0916030534351145, 0.10687022900763359, 0.05343511450381679, 0.08396946564885496], maxlen=10)","deque([-0.183206106870229, -0.16030534351145037, -0.13740458015267176, -0.13740458015267176, -0.16030534351145037, -0.1984732824427481, -0.16030534351145037, -0.17557251908396945, -0.13740458015267176, -0.20610687022900764], maxlen=10)",2
"deque([0.154052734375, 0.1337890625, 0.114990234375, 0.13427734375, 0.126220703125, 0.11279296875, 0.12744140625, 0.13720703125, 0.14794921875, 0.126953125], maxlen=10)","deque([-0.294677734375, -0.3037109375, -0.3134765625, -0.28662109375, -0.3037109375, -0.319580078125, -0.28564453125, -0.26416015625, -0.294189453125, -0.311767578125], maxlen=10)","deque([0.937744140625, 0.94287109375, 0.927490234375, 0.93798828125, 0.929931640625, 0.958740234375, 0.922119140625, 0.9091796875, 0.9150390625, 0.95166015625], maxlen=10)","deque([0.11450381679389313, -0.6870229007633588, -0.007633587786259542, -0.022900763358778626, -1.3893129770992367, 0.1984732824427481, 0.7480916030534351, -0.42748091603053434, -0.48091603053435117, 0.183206106870229], maxlen=10)","deque([-0.19083969465648856, 0.10687022900763359, -0.24427480916030533, -0.21374045801526717, 0.5725190839694656, -0.25190839694656486, -0.6564885496183206, -0.12213740458015267, 0.22900763358778625, -0.04580152671755725], maxlen=10)","deque([0.10687022900763359, 0.06870229007633588, 0.007633587786259542, -0.04580152671755725, 0.11450381679389313, -0.061068702290076333, -0.15267175572519084, -0.24427480916030533, 0.04580152671755725, 0.45038167938931295], maxlen=10)","deque([0.518798828125, 0.524658203125, 0.522216796875, 0.531005859375, 0.5224609375, 0.516845703125, 0.51708984375, 0.515869140625, 0.519287109375, 0.5205078125], maxlen=10)","deque([0.237548828125, 0.25, 0.2490234375, 0.259765625, 0.25244140625, 0.24267578125, 0.24755859375, 0.244140625, 0.256591796875, 0.2421875], maxlen=10)","deque([0.693603515625, 0.679443359375, 0.687255859375, 0.702880859375, 0.689697265625, 0.693359375, 0.68603515625, 0.6923828125, 0.68017578125, 0.67041015625], maxlen=10)","deque([-0.2900763358778626, -0.15267175572519084, -0.26717557251908397, -0.4122137404580153, -0.35877862595419846, -0.2824427480916031, -0.3893129770992366, -0.3969465648854962, -0.2824427480916031, -0.2900763358778626], maxlen=10)","deque([0.0916030534351145, 0.10687022900763359, 0.05343511450381679, 0.08396946564885496, 0.08396946564885496, 0.09923664122137404, 0.08396946564885496, 0.08396946564885496, 0.12213740458015267, 0.10687022900763359], maxlen=10)","deque([-0.16030534351145037, -0.17557251908396945, -0.13740458015267176, -0.20610687022900764, -0.17557251908396945, -0.19083969465648856, -0.16030534351145037, -0.1297709923664122, -0.16030534351145037, -0.15267175572519084], maxlen=10)",2
"deque([0.12744140625, 0.13720703125, 0.14794921875, 0.126953125, 0.13671875, 0.124755859375, 0.1376953125, 0.118896484375, 0.1220703125, 0.131591796875], maxlen=10)","deque([-0.28564453125, -0.26416015625, -0.294189453125, -0.311767578125, -0.296875, -0.311279296875, -0.291015625, -0.321044921875, -0.318359375, -0.30615234375], maxlen=10)","deque([0.922119140625, 0.9091796875, 0.9150390625, 0.95166015625, 0.92041015625, 0.94189453125, 0.9443359375, 0.946044921875, 0.943603515625, 0.940673828125], maxlen=10)","deque([0.7480916030534351, -0.42748091603053434, -0.48091603053435117, 0.183206106870229, -0.35877862595419846, -0.04580152671755725, -0.366412213740458, -0.29770992366412213, -0.03816793893129771, -0.48854961832061067], maxlen=10)","deque([-0.6564885496183206, -0.12213740458015267, 0.22900763358778625, -0.04580152671755725, 0.061068702290076333, -0.03816793893129771, 0.1450381679389313, 0.16030534351145037, -0.06870229007633588, 0.15267175572519084], maxlen=10)","deque([-0.15267175572519084, -0.24427480916030533, 0.04580152671755725, 0.45038167938931295, 0.29770992366412213, 0.09923664122137404, 0.2366412213740458, 0.3969465648854962, 0.08396946564885496, 0.061068702290076333], maxlen=10)","deque([0.51708984375, 0.515869140625, 0.519287109375, 0.5205078125, 0.521484375, 0.53076171875, 0.515869140625, 0.523193359375, 0.519775390625, 0.526123046875], maxlen=10)","deque([0.24755859375, 0.244140625, 0.256591796875, 0.2421875, 0.237548828125, 0.2421875, 0.253662109375, 0.251708984375, 0.250244140625, 0.240478515625], maxlen=10)","deque([0.68603515625, 0.6923828125, 0.68017578125, 0.67041015625, 0.687255859375, 0.68701171875, 0.68310546875, 0.689453125, 0.6923828125, 0.67236328125], maxlen=10)","deque([-0.3893129770992366, -0.3969465648854962, -0.2824427480916031, -0.2900763358778626, -0.3816793893129771, -0.19083969465648856, -0.25190839694656486, -0.40458015267175573, -0.3893129770992366, -0.3511450381679389], maxlen=10)","deque([0.08396946564885496, 0.08396946564885496, 0.12213740458015267, 0.10687022900763359, 0.10687022900763359, 0.07633587786259542, 0.11450381679389313, 0.06870229007633588, 0.030534351145038167, 0.061068702290076333], maxlen=10)","deque([-0.16030534351145037, -0.1297709923664122, -0.16030534351145037, -0.15267175572519084, -0.13740458015267176, -0.16030534351145037, -0.16793893129770993, -0.1450381679389313, -0.19083969465648856, -0.16793893129770993], maxlen=10)",2
"deque([0.1376953125, 0.118896484375, 0.1220703125, 0.131591796875, 0.11474609375, 0.11962890625, 0.126708984375, 0.1376953125, 0.135498046875, 0.12548828125], maxlen=10)","deque([-0.291015625, -0.321044921875, -0.318359375, -0.30615234375, -0.332763671875, -0.3125, -0.28369140625, -0.297119140625, -0.294189453125, -0.2890625], maxlen=10)","deque([0.9443359375, 0.946044921875, 0.943603515625, 0.940673828125, 0.967529296875, 0.93994140625, 0.950927734375, 0.925537109375, 0.9248046875, 0.921630859375], maxlen=10)","deque([-0.366412213740458, -0.29770992366412213, -0.03816793893129771, -0.48854961832061067, -0.5114503816793893, -0.1297709923664122, -0.4122137404580153, -0.45038167938931295, 0.09923664122137404, -0.4580152671755725], maxlen=10)","deque([0.1450381679389313, 0.16030534351145037, -0.06870229007633588, 0.15267175572519084, -0.0916030534351145, -0.3511450381679389, -0.03816793893129771, -0.10687022900763359, -0.25190839694656486, 0.15267175572519084], maxlen=10)","deque([0.2366412213740458, 0.3969465648854962, 0.08396946564885496, 0.061068702290076333, -0.08396946564885496, -0.22137404580152673, -0.08396946564885496, 0.06870229007633588, 0.0916030534351145, 0.12213740458015267], maxlen=10)","deque([0.515869140625, 0.523193359375, 0.519775390625, 0.526123046875, 0.515869140625, 0.5166015625, 0.52001953125, 0.51806640625, 0.518798828125, 0.51123046875], maxlen=10)","deque([0.253662109375, 0.251708984375, 0.250244140625, 0.240478515625, 0.23974609375, 0.2431640625, 0.2646484375, 0.260986328125, 0.255615234375, 0.26513671875], maxlen=10)","deque([0.68310546875, 0.689453125, 0.6923828125, 0.67236328125, 0.679931640625, 0.691162109375, 0.68798828125, 0.6826171875, 0.681396484375, 0.69091796875], maxlen=10)","deque([-0.25190839694656486, -0.40458015267175573, -0.3893129770992366, -0.3511450381679389, -0.3435114503816794, -0.10687022900763359, -0.03816793893129771, -0.25190839694656486, -0.3282442748091603, -0.46564885496183206], maxlen=10)","deque([0.11450381679389313, 0.06870229007633588, 0.030534351145038167, 0.061068702290076333, 0.10687022900763359, 0.11450381679389313, 0.12213740458015267, 0.10687022900763359, 0.11450381679389313, 0.05343511450381679], maxlen=10)","deque([-0.16793893129770993, -0.1450381679389313, -0.19083969465648856, -0.16793893129770993, -0.1450381679389313, -0.1984732824427481, -0.1450381679389313, -0.15267175572519084, -0.16030534351145037, -0.16793893129770993], maxlen=10)",2
"deque([0.126708984375, 0.1376953125, 0.135498046875, 0.12548828125, 0.139892578125, 0.129638671875, 0.115478515625, 0.11474609375, 0.1328125, 0.128173828125], maxlen=10)","deque([-0.28369140625, -0.297119140625, -0.294189453125, -0.2890625, -0.28564453125, -0.302978515625, -0.3212890625, -0.310302734375, -0.2978515625, -0.318115234375], maxlen=10)","deque([0.950927734375, 0.925537109375, 0.9248046875, 0.921630859375, 0.9072265625, 0.908935546875, 0.930908203125, 0.9453125, 0.984130859375, 0.9599609375], maxlen=10)","deque([-0.4122137404580153, -0.45038167938931295, 0.09923664122137404, -0.4580152671755725, -0.3435114503816794, -0.7709923664122137, -0.6946564885496184, 0.3969465648854962, -0.22137404580152673, -0.6641221374045801], maxlen=10)","deque([-0.03816793893129771, -0.10687022900763359, -0.25190839694656486, 0.15267175572519084, 0.17557251908396945, 0.3816793893129771, 0.3816793893129771, -0.09923664122137404, 0.1297709923664122, 0.2366412213740458], maxlen=10)","deque([-0.08396946564885496, 0.06870229007633588, 0.0916030534351145, 0.12213740458015267, -0.061068702290076333, -0.16030534351145037, -0.2748091603053435, -0.26717557251908397, 0.15267175572519084, 0.366412213740458], maxlen=10)","deque([0.52001953125, 0.51806640625, 0.518798828125, 0.51123046875, 0.51953125, 0.51904296875, 0.525390625, 0.51904296875, 0.51806640625, 0.530029296875], maxlen=10)","deque([0.2646484375, 0.260986328125, 0.255615234375, 0.26513671875, 0.23486328125, 0.247802734375, 0.24072265625, 0.248046875, 0.247314453125, 0.254150390625], maxlen=10)","deque([0.68798828125, 0.6826171875, 0.681396484375, 0.69091796875, 0.67578125, 0.689453125, 0.68359375, 0.689453125, 0.68603515625, 0.698486328125], maxlen=10)","deque([-0.03816793893129771, -0.25190839694656486, -0.3282442748091603, -0.46564885496183206, -0.40458015267175573, -0.37404580152671757, -0.35877862595419846, -0.35877862595419846, -0.21374045801526717, -0.2748091603053435], maxlen=10)","deque([0.12213740458015267, 0.10687022900763359, 0.11450381679389313, 0.05343511450381679, 0.0916030534351145, 0.022900763358778626, 0.08396946564885496, 0.07633587786259542, 0.13740458015267176, 0.10687022900763359], maxlen=10)","deque([-0.1450381679389313, -0.15267175572519084, -0.16030534351145037, -0.16793893129770993, -0.1984732824427481, -0.12213740458015267, -0.17557251908396945, -0.1450381679389313, -0.16793893129770993, -0.1450381679389313], maxlen=10)",2
"deque([0.115478515625, 0.11474609375, 0.1328125, 0.128173828125, 0.13134765625, 0.12646484375, 0.126220703125, 0.12548828125, 0.120361328125, 0.1220703125], maxlen=10)","deque([-0.3212890625, -0.310302734375, -0.2978515625, -0.318115234375, -0.297119140625, -0.306396484375, -0.3125, -0.28564453125, -0.31884765625, -0.301025390625], maxlen=10)","deque([0.930908203125, 0.9453125, 0.984130859375, 0.9599609375, 0.94189453125, 0.939208984375, 0.9306640625, 0.950439453125, 0.935546875, 0.9130859375], maxlen=10)","deque([-0.6946564885496184, 0.3969465648854962, -0.22137404580152673, -0.6641221374045801, 0.16030534351145037, -0.6564885496183206, 0.20610687022900764, 1.9312977099236641, -0.2900763358778626, -0.2748091603053435], maxlen=10)","deque([0.3816793893129771, -0.09923664122137404, 0.1297709923664122, 0.2366412213740458, -0.04580152671755725, 0.05343511450381679, -0.33587786259541985, -0.17557251908396945, -0.09923664122137404, -0.04580152671755725], maxlen=10)","deque([-0.2748091603053435, -0.26717557251908397, 0.15267175572519084, 0.366412213740458, 0.1297709923664122, -0.030534351145038167, -0.10687022900763359, 0.030534351145038167, 0.09923664122137404, -0.022900763358778626], maxlen=10)","deque([0.525390625, 0.51904296875, 0.51806640625, 0.530029296875, 0.517333984375, 0.530517578125, 0.5234375, 0.52001953125, 0.521484375, 0.5205078125], maxlen=10)","deque([0.24072265625, 0.248046875, 0.247314453125, 0.254150390625, 0.264404296875, 0.251708984375, 0.24658203125, 0.24658203125, 0.250244140625, 0.25439453125], maxlen=10)","deque([0.68359375, 0.689453125, 0.68603515625, 0.698486328125, 0.674560546875, 0.673583984375, 0.686279296875, 0.696533203125, 0.68994140625, 0.69970703125], maxlen=10)","deque([-0.35877862595419846, -0.35877862595419846, -0.21374045801526717, -0.2748091603053435, -0.366412213740458, -0.3511450381679389, -0.35877862595419846, -0.3282442748091603, -0.29770992366412213, -0.21374045801526717], maxlen=10)","deque([0.08396946564885496, 0.07633587786259542, 0.13740458015267176, 0.10687022900763359, 0.061068702290076333, 0.03816793893129771, 0.061068702290076333, 0.11450381679389313, 0.1450381679389313, 0.11450381679389313], maxlen=10)","deque([-0.17557251908396945, -0.1450381679389313, -0.16793893129770993, -0.1450381679389313, -0.10687022900763359, -0.19083969465648856, -0.15267175572519084, -0.183206106870229, -0.13740458015267176, -0.13740458015267176], maxlen=10)",2
"deque([0.126220703125, 0.12548828125, 0.120361328125, 0.1220703125, 0.11181640625, 0.120361328125, 0.1103515625, 0.1396484375, 0.1376953125, 0.130859375], maxlen=10)","deque([-0.3125, -0.28564453125, -0.31884765625, -0.301025390625, -0.295654296875, -0.302734375, -0.30517578125, -0.294921875, -0.276123046875, -0.286376953125], maxlen=10)","deque([0.9306640625, 0.950439453125, 0.935546875, 0.9130859375, 0.915771484375, 0.9189453125, 0.9189453125, 0.9521484375, 0.930419921875, 0.97900390625], maxlen=10)","deque([0.20610687022900764, 1.9312977099236641, -0.2900763358778626, -0.2748091603053435, -0.2366412213740458, -0.007633587786259542, 0.2748091603053435, 0.3511450381679389, -0.42748091603053434, -0.1297709923664122], maxlen=10)","deque([-0.33587786259541985, -0.17557251908396945, -0.09923664122137404, -0.04580152671755725, -0.015267175572519083, -0.061068702290076333, -0.21374045801526717, -0.24427480916030533, 0.2748091603053435, 0.26717557251908397], maxlen=10)","deque([-0.10687022900763359, 0.030534351145038167, 0.09923664122137404, -0.022900763358778626, -0.1297709923664122, -0.08396946564885496, -0.183206106870229, -0.4122137404580153, -0.07633587786259542, 0.3893129770992366], maxlen=10)","deque([0.5234375, 0.52001953125, 0.521484375, 0.5205078125, 0.51708984375, 0.52978515625, 0.525146484375, 0.515869140625, 0.517333984375, 0.523681640625], maxlen=10)","deque([0.24658203125, 0.24658203125, 0.250244140625, 0.25439453125, 0.250732421875, 0.25439453125, 0.237060546875, 0.24169921875, 0.243896484375, 0.239501953125], maxlen=10)","deque([0.686279296875, 0.696533203125, 0.68994140625, 0.69970703125, 0.6923828125, 0.68017578125, 0.692138671875, 0.689453125, 0.685791015625, 0.690185546875], maxlen=10)","deque([-0.35877862595419846, -0.3282442748091603, -0.29770992366412213, -0.21374045801526717, -0.1450381679389313, -0.31297709923664124, -0.48091603053435117, -0.4580152671755725, -0.33587786259541985, -0.04580152671755725], maxlen=10)","deque([0.061068702290076333, 0.11450381679389313, 0.1450381679389313, 0.11450381679389313, 0.10687022900763359, 0.0916030534351145, 0.06870229007633588, 0.08396946564885496, 0.10687022900763359, 0.05343511450381679], maxlen=10)","deque([-0.15267175572519084, -0.183206106870229, -0.13740458015267176, -0.13740458015267176, -0.16793893129770993, -0.16793893129770993, -0.16030534351145037, -0.1984732824427481, -0.19083969465648856, -0.17557251908396945], maxlen=10)",2
"deque([0.1103515625, 0.1396484375, 0.1376953125, 0.130859375, 0.12451171875, 0.123779296875, 0.10205078125, 0.100830078125, 0.10888671875, 0.10595703125], maxlen=10)","deque([-0.30517578125, -0.294921875, -0.276123046875, -0.286376953125, -0.288330078125, -0.28955078125, -0.335205078125, -0.324462890625, -0.29248046875, -0.341064453125], maxlen=10)","deque([0.9189453125, 0.9521484375, 0.930419921875, 0.97900390625, 0.9736328125, 0.935302734375, 0.975830078125, 0.935546875, 0.908935546875, 0.923095703125], maxlen=10)","deque([0.2748091603053435, 0.3511450381679389, -0.42748091603053434, -0.1297709923664122, -0.022900763358778626, -0.7251908396946565, -0.732824427480916, -0.030534351145038167, -1.7786259541984732, -1.6946564885496183], maxlen=10)","deque([-0.21374045801526717, -0.24427480916030533, 0.2748091603053435, 0.26717557251908397, -0.030534351145038167, 0.15267175572519084, 0.03816793893129771, -0.3893129770992366, 0.366412213740458, 0.48854961832061067], maxlen=10)","deque([-0.183206106870229, -0.4122137404580153, -0.07633587786259542, 0.3893129770992366, 0.5648854961832062, 0.4732824427480916, 0.16030534351145037, -0.35877862595419846, -0.29770992366412213, -0.22137404580152673], maxlen=10)","deque([0.525146484375, 0.515869140625, 0.517333984375, 0.523681640625, 0.522705078125, 0.521728515625, 0.51708984375, 0.52734375, 0.517822265625, 0.51611328125], maxlen=10)","deque([0.237060546875, 0.24169921875, 0.243896484375, 0.239501953125, 0.24853515625, 0.249267578125, 0.26220703125, 0.256591796875, 0.2490234375, 0.246337890625], maxlen=10)","deque([0.692138671875, 0.689453125, 0.685791015625, 0.690185546875, 0.690185546875, 0.6826171875, 0.68408203125, 0.69580078125, 0.686279296875, 0.69287109375], maxlen=10)","deque([-0.48091603053435117, -0.4580152671755725, -0.33587786259541985, -0.04580152671755725, -0.1984732824427481, -0.22137404580152673, -0.1297709923664122, -0.25190839694656486, -0.5725190839694656, -0.3816793893129771], maxlen=10)","deque([0.06870229007633588, 0.08396946564885496, 0.10687022900763359, 0.05343511450381679, 0.10687022900763359, 0.0916030534351145, 0.09923664122137404, 0.10687022900763359, 0.061068702290076333, 0.05343511450381679], maxlen=10)","deque([-0.16030534351145037, -0.1984732824427481, -0.19083969465648856, -0.17557251908396945, -0.1297709923664122, -0.09923664122137404, -0.16030534351145037, -0.17557251908396945, -0.17557251908396945, -0.13740458015267176], maxlen=10)",2
